,league,team,overall,attack,midfield,defence,transfer_budget,players,fifa_edition,update
2660,GER-Bundesliga,FC Augsburg,73,73,72,73,€3M,31,FIFA 15,"Jul 16, 2015"
2661,GER-Bundesliga,SC Freiburg,72,71,71,72,€4.5M,27,FIFA 15,"Jul 16, 2015"
2662,GER-Bundesliga,FC Köln,72,73,72,72,€3.5M,25,FIFA 15,"Jul 16, 2015"
2663,GER-Bundesliga,Paderborn,69,69,68,68,€1.5M,28,FIFA 15,"Jul 16, 2015"
2664,GER-Bundesliga,FC Bayern München,85,87,85,82,€55M,31,FIFA 15,"Jul 24, 2015"
2665,GER-Bundesliga,Borussia Dortmund,81,79,81,80,€30M,33,FIFA 15,"Jul 24, 2015"
2666,GER-Bundesliga,Schalke 04,78,83,77,76,€10M,33,FIFA 15,"Jul 24, 2015"
2667,GER-Bundesliga,VfL Wolfsburg,78,77,78,76,€25M,27,FIFA 15,"Jul 24, 2015"
2668,GER-Bundesliga,Borussia Mönchengladbach,77,78,76,76,€10M,28,FIFA 15,"Jul 24, 2015"
2669,GER-Bundesliga,Bayer 04 Leverkusen,76,78,77,74,€18M,23,FIFA 15,"Jul 24, 2015"
2670,GER-Bundesliga,Hamburger SV,75,76,73,72,€7.5M,31,FIFA 15,"Jul 24, 2015"
2671,GER-Bundesliga,Eintracht Frankfurt,75,76,70,73,€5M,27,FIFA 15,"Jul 24, 2015"
2672,GER-Bundesliga,TSG Hoffenheim,75,78,74,73,€9M,28,FIFA 15,"Jul 24, 2015"
2673,GER-Bundesliga,VfB Stuttgart,74,75,74,72,€6M,32,FIFA 15,"Jul 24, 2015"
2674,GER-Bundesliga,Hertha BSC,74,76,74,73,€8M,27,FIFA 15,"Jul 24, 2015"
2675,GER-Bundesliga,FSV Mainz 05,74,77,74,73,€4.5M,31,FIFA 15,"Jul 24, 2015"
2676,GER-Bundesliga,Hannover 96,74,75,74,73,€8M,33,FIFA 15,"Jul 24, 2015"
2677,GER-Bundesliga,Werder Bremen,73,73,73,71,€3M,31,FIFA 15,"Jul 24, 2015"
2678,GER-Bundesliga,FC Augsburg,73,73,72,73,€3M,30,FIFA 15,"Jul 24, 2015"
2679,GER-Bundesliga,SC Freiburg,72,71,71,72,€4.5M,27,FIFA 15,"Jul 24, 2015"
2680,GER-Bundesliga,FC Köln,72,73,72,72,€3.5M,25,FIFA 15,"Jul 24, 2015"
2681,GER-Bundesliga,Paderborn,69,69,68,68,€1.5M,28,FIFA 15,"Jul 24, 2015"
2682,GER-Bundesliga,FC Bayern München,85,87,85,82,€55M,31,FIFA 15,"Jul 31, 2015"
2683,GER-Bundesliga,Borussia Dortmund,81,79,81,80,€30M,33,FIFA 15,"Jul 31, 2015"
2684,GER-Bundesliga,Schalke 04,78,83,77,76,€10M,33,FIFA 15,"Jul 31, 2015"
2685,GER-Bundesliga,VfL Wolfsburg,78,77,78,76,€25M,27,FIFA 15,"Jul 31, 2015"
2686,GER-Bundesliga,Borussia Mönchengladbach,77,78,76,76,€10M,28,FIFA 15,"Jul 31, 2015"
2687,GER-Bundesliga,Bayer 04 Leverkusen,76,78,77,74,€18M,23,FIFA 15,"Jul 31, 2015"
2688,GER-Bundesliga,Hamburger SV,75,76,73,72,€7.5M,31,FIFA 15,"Jul 31, 2015"
2689,GER-Bundesliga,Eintracht Frankfurt,75,76,70,73,€5M,27,FIFA 15,"Jul 31, 2015"
2690,GER-Bundesliga,TSG Hoffenheim,75,78,74,73,€9M,28,FIFA 15,"Jul 31, 2015"
2691,GER-Bundesliga,VfB Stuttgart,74,75,74,72,€6M,32,FIFA 15,"Jul 31, 2015"
2692,GER-Bundesliga,Hertha BSC,74,76,74,73,€8M,27,FIFA 15,"Jul 31, 2015"
2693,GER-Bundesliga,FSV Mainz 05,74,77,74,73,€4.5M,31,FIFA 15,"Jul 31, 2015"
2694,GER-Bundesliga,Hannover 96,74,75,74,73,€8M,33,FIFA 15,"Jul 31, 2015"
2695,GER-Bundesliga,Werder Bremen,73,73,73,71,€3M,31,FIFA 15,"Jul 31, 2015"
2696,GER-Bundesliga,FC Augsburg,73,73,72,73,€3M,30,FIFA 15,"Jul 31, 2015"
2697,GER-Bundesliga,SC Freiburg,72,71,71,72,€4.5M,27,FIFA 15,"Jul 31, 2015"
2698,GER-Bundesliga,FC Köln,72,73,72,72,€3.5M,25,FIFA 15,"Jul 31, 2015"
2699,GER-Bundesliga,Paderborn,69,69,68,68,€1.5M,28,FIFA 15,"Jul 31, 2015"
2700,GER-Bundesliga,FC Bayern München,85,87,85,82,€55M,31,FIFA 15,"Aug 7, 2015"
2701,GER-Bundesliga,Borussia Dortmund,81,79,81,81,€30M,33,FIFA 15,"Aug 7, 2015"
2702,GER-Bundesliga,Schalke 04,78,83,77,76,€10M,33,FIFA 15,"Aug 7, 2015"
2703,GER-Bundesliga,VfL Wolfsburg,78,77,78,76,€25M,27,FIFA 15,"Aug 7, 2015"
2704,GER-Bundesliga,Borussia Mönchengladbach,77,76,74,76,€10M,28,FIFA 15,"Aug 7, 2015"
2705,GER-Bundesliga,Bayer 04 Leverkusen,76,78,77,74,€18M,23,FIFA 15,"Aug 7, 2015"
2706,GER-Bundesliga,Hamburger SV,75,76,73,72,€7.5M,31,FIFA 15,"Aug 7, 2015"
2707,GER-Bundesliga,Eintracht Frankfurt,75,76,70,73,€5M,27,FIFA 15,"Aug 7, 2015"
2708,GER-Bundesliga,TSG Hoffenheim,75,78,74,73,€9M,28,FIFA 15,"Aug 7, 2015"
2709,GER-Bundesliga,VfB Stuttgart,74,75,74,72,€6M,32,FIFA 15,"Aug 7, 2015"
2710,GER-Bundesliga,Hertha BSC,74,76,74,73,€8M,27,FIFA 15,"Aug 7, 2015"
2711,GER-Bundesliga,FSV Mainz 05,74,77,74,73,€4.5M,31,FIFA 15,"Aug 7, 2015"
2712,GER-Bundesliga,Hannover 96,74,75,74,73,€8M,33,FIFA 15,"Aug 7, 2015"
2713,GER-Bundesliga,Werder Bremen,73,73,73,71,€3M,31,FIFA 15,"Aug 7, 2015"
2714,GER-Bundesliga,FC Augsburg,73,73,72,73,€3M,30,FIFA 15,"Aug 7, 2015"
2715,GER-Bundesliga,SC Freiburg,72,71,71,72,€4.5M,27,FIFA 15,"Aug 7, 2015"
2716,GER-Bundesliga,FC Köln,72,73,72,72,€3.5M,25,FIFA 15,"Aug 7, 2015"
2717,GER-Bundesliga,Paderborn,69,69,68,68,€1.5M,28,FIFA 15,"Aug 7, 2015"
2718,GER-Bundesliga,FC Bayern München,85,87,85,82,€55M,31,FIFA 15,"Aug 14, 2015"
2719,GER-Bundesliga,Borussia Dortmund,81,79,81,81,€30M,33,FIFA 15,"Aug 14, 2015"
2720,GER-Bundesliga,Schalke 04,78,83,77,76,€10M,33,FIFA 15,"Aug 14, 2015"
2721,GER-Bundesliga,VfL Wolfsburg,78,77,78,76,€25M,27,FIFA 15,"Aug 14, 2015"
2722,GER-Bundesliga,Borussia Mönchengladbach,77,76,74,76,€10M,28,FIFA 15,"Aug 14, 2015"
2723,GER-Bundesliga,Bayer 04 Leverkusen,76,78,77,74,€18M,23,FIFA 15,"Aug 14, 2015"
2724,GER-Bundesliga,Hamburger SV,75,76,73,72,€7.5M,31,FIFA 15,"Aug 14, 2015"
2725,GER-Bundesliga,TSG Hoffenheim,75,78,74,73,€9M,28,FIFA 15,"Aug 14, 2015"
2726,GER-Bundesliga,Eintracht Frankfurt,74,77,70,73,€5M,26,FIFA 15,"Aug 14, 2015"
2727,GER-Bundesliga,VfB Stuttgart,74,76,74,72,€6M,31,FIFA 15,"Aug 14, 2015"
2728,GER-Bundesliga,Hertha BSC,74,76,74,73,€8M,27,FIFA 15,"Aug 14, 2015"
2729,GER-Bundesliga,FSV Mainz 05,74,77,74,73,€4.5M,31,FIFA 15,"Aug 14, 2015"
2730,GER-Bundesliga,Hannover 96,74,75,74,73,€8M,33,FIFA 15,"Aug 14, 2015"
2731,GER-Bundesliga,Werder Bremen,73,73,73,71,€3M,31,FIFA 15,"Aug 14, 2015"
2732,GER-Bundesliga,FC Augsburg,73,73,72,73,€3M,30,FIFA 15,"Aug 14, 2015"
2733,GER-Bundesliga,SC Freiburg,72,71,71,72,€4.5M,27,FIFA 15,"Aug 14, 2015"
2734,GER-Bundesliga,FC Köln,72,73,72,72,€3.5M,25,FIFA 15,"Aug 14, 2015"
2735,GER-Bundesliga,Paderborn,69,69,68,68,€1.5M,28,FIFA 15,"Aug 14, 2015"
2736,GER-Bundesliga,FC Bayern München,85,87,85,82,€55M,31,FIFA 15,"Aug 21, 2015"
2737,GER-Bundesliga,Borussia Dortmund,81,79,81,81,€30M,33,FIFA 15,"Aug 21, 2015"
2738,GER-Bundesliga,Schalke 04,78,83,77,76,€10M,33,FIFA 15,"Aug 21, 2015"
2739,GER-Bundesliga,VfL Wolfsburg,78,77,78,76,€25M,27,FIFA 15,"Aug 21, 2015"
2740,GER-Bundesliga,Borussia Mönchengladbach,77,76,74,76,€10M,28,FIFA 15,"Aug 21, 2015"
2741,GER-Bundesliga,Bayer 04 Leverkusen,76,78,77,74,€18M,23,FIFA 15,"Aug 21, 2015"
2742,GER-Bundesliga,Hamburger SV,75,76,73,72,€7.5M,31,FIFA 15,"Aug 21, 2015"
2743,GER-Bundesliga,TSG Hoffenheim,75,78,74,73,€9M,28,FIFA 15,"Aug 21, 2015"
2744,GER-Bundesliga,Eintracht Frankfurt,74,77,70,73,€5M,26,FIFA 15,"Aug 21, 2015"
2745,GER-Bundesliga,VfB Stuttgart,74,76,74,72,€6M,31,FIFA 15,"Aug 21, 2015"
2746,GER-Bundesliga,Hertha BSC,74,76,74,73,€8M,27,FIFA 15,"Aug 21, 2015"
2747,GER-Bundesliga,FSV Mainz 05,74,77,74,73,€4.5M,31,FIFA 15,"Aug 21, 2015"
2748,GER-Bundesliga,Hannover 96,74,75,74,73,€8M,33,FIFA 15,"Aug 21, 2015"
2749,GER-Bundesliga,Werder Bremen,73,73,73,71,€3M,31,FIFA 15,"Aug 21, 2015"
2750,GER-Bundesliga,FC Augsburg,73,73,72,73,€3M,30,FIFA 15,"Aug 21, 2015"
2751,GER-Bundesliga,SC Freiburg,72,71,71,72,€4.5M,27,FIFA 15,"Aug 21, 2015"
2752,GER-Bundesliga,FC Köln,72,73,72,72,€3.5M,25,FIFA 15,"Aug 21, 2015"
2753,GER-Bundesliga,Paderborn,69,69,68,68,€1.5M,28,FIFA 15,"Aug 21, 2015"
2754,GER-Bundesliga,FC Bayern München,85,87,85,82,€55M,31,FIFA 15,"Aug 27, 2015"
2755,GER-Bundesliga,Borussia Dortmund,81,79,81,81,€30M,33,FIFA 15,"Aug 27, 2015"
2756,GER-Bundesliga,Schalke 04,78,83,77,76,€10M,33,FIFA 15,"Aug 27, 2015"
2757,GER-Bundesliga,VfL Wolfsburg,78,77,78,76,€25M,27,FIFA 15,"Aug 27, 2015"
2758,GER-Bundesliga,Borussia Mönchengladbach,77,76,74,76,€10M,28,FIFA 15,"Aug 27, 2015"
2759,GER-Bundesliga,Bayer 04 Leverkusen,76,78,77,74,€18M,23,FIFA 15,"Aug 27, 2015"
2760,GER-Bundesliga,Hamburger SV,75,76,73,72,€7.5M,31,FIFA 15,"Aug 27, 2015"
2761,GER-Bundesliga,TSG Hoffenheim,75,78,74,73,€9M,28,FIFA 15,"Aug 27, 2015"
2762,GER-Bundesliga,Eintracht Frankfurt,74,77,70,73,€5M,26,FIFA 15,"Aug 27, 2015"
2763,GER-Bundesliga,VfB Stuttgart,74,76,74,72,€6M,31,FIFA 15,"Aug 27, 2015"
2764,GER-Bundesliga,Hertha BSC,74,76,74,73,€8M,27,FIFA 15,"Aug 27, 2015"
2765,GER-Bundesliga,FSV Mainz 05,74,77,74,73,€4.5M,31,FIFA 15,"Aug 27, 2015"
2766,GER-Bundesliga,Hannover 96,74,75,74,73,€8M,33,FIFA 15,"Aug 27, 2015"
2767,GER-Bundesliga,Werder Bremen,73,73,73,71,€3M,31,FIFA 15,"Aug 27, 2015"
2768,GER-Bundesliga,FC Augsburg,73,73,72,73,€3M,30,FIFA 15,"Aug 27, 2015"
2769,GER-Bundesliga,SC Freiburg,72,71,71,72,€4.5M,27,FIFA 15,"Aug 27, 2015"
2770,GER-Bundesliga,FC Köln,72,73,72,72,€3.5M,25,FIFA 15,"Aug 27, 2015"
2771,GER-Bundesliga,Paderborn,69,69,68,68,€1.5M,28,FIFA 15,"Aug 27, 2015"
2772,GER-Bundesliga,FC Bayern München,85,87,85,82,€55M,31,FIFA 15,"Sep 1, 2015"
2773,GER-Bundesliga,Borussia Dortmund,81,79,81,81,€30M,33,FIFA 15,"Sep 1, 2015"
2774,GER-Bundesliga,Schalke 04,78,83,77,76,€10M,33,FIFA 15,"Sep 1, 2015"
2775,GER-Bundesliga,VfL Wolfsburg,78,77,78,76,€25M,27,FIFA 15,"Sep 1, 2015"
2776,GER-Bundesliga,Borussia Mönchengladbach,77,76,74,76,€10M,28,FIFA 15,"Sep 1, 2015"
2777,GER-Bundesliga,Bayer 04 Leverkusen,76,78,77,74,€18M,23,FIFA 15,"Sep 1, 2015"
2778,GER-Bundesliga,Hamburger SV,75,76,73,72,€7.5M,31,FIFA 15,"Sep 1, 2015"
2779,GER-Bundesliga,TSG Hoffenheim,75,78,74,73,€9M,28,FIFA 15,"Sep 1, 2015"
2780,GER-Bundesliga,Eintracht Frankfurt,74,77,70,73,€5M,26,FIFA 15,"Sep 1, 2015"
2781,GER-Bundesliga,VfB Stuttgart,74,76,74,72,€6M,31,FIFA 15,"Sep 1, 2015"
2782,GER-Bundesliga,Hertha BSC,74,76,74,73,€8M,27,FIFA 15,"Sep 1, 2015"
2783,GER-Bundesliga,FSV Mainz 05,74,77,74,73,€4.5M,31,FIFA 15,"Sep 1, 2015"
2784,GER-Bundesliga,Hannover 96,74,75,74,73,€8M,33,FIFA 15,"Sep 1, 2015"
2785,GER-Bundesliga,Werder Bremen,73,73,73,71,€3M,31,FIFA 15,"Sep 1, 2015"
2786,GER-Bundesliga,FC Augsburg,73,73,72,73,€3M,30,FIFA 15,"Sep 1, 2015"
2787,GER-Bundesliga,SC Freiburg,72,71,71,72,€4.5M,27,FIFA 15,"Sep 1, 2015"
2788,GER-Bundesliga,FC Köln,72,73,72,72,€3.5M,25,FIFA 15,"Sep 1, 2015"
2789,GER-Bundesliga,Paderborn,69,69,68,68,€1.5M,28,FIFA 15,"Sep 1, 2015"
2790,GER-Bundesliga,FC Bayern München,85,87,85,82,€55M,31,FIFA 15,"Sep 4, 2015"
2791,GER-Bundesliga,Borussia Dortmund,81,79,81,81,€30M,33,FIFA 15,"Sep 4, 2015"
2792,GER-Bundesliga,Schalke 04,78,83,77,76,€10M,33,FIFA 15,"Sep 4, 2015"
2793,GER-Bundesliga,VfL Wolfsburg,78,77,78,76,€25M,27,FIFA 15,"Sep 4, 2015"
2794,GER-Bundesliga,Borussia Mönchengladbach,77,76,74,76,€10M,28,FIFA 15,"Sep 4, 2015"
2795,GER-Bundesliga,Bayer 04 Leverkusen,76,78,77,74,€18M,23,FIFA 15,"Sep 4, 2015"
2796,GER-Bundesliga,Hamburger SV,75,76,73,72,€7.5M,31,FIFA 15,"Sep 4, 2015"
2797,GER-Bundesliga,TSG Hoffenheim,75,78,74,73,€9M,28,FIFA 15,"Sep 4, 2015"
2798,GER-Bundesliga,Eintracht Frankfurt,74,77,70,73,€5M,26,FIFA 15,"Sep 4, 2015"
2799,GER-Bundesliga,VfB Stuttgart,74,76,74,72,€6M,31,FIFA 15,"Sep 4, 2015"
2800,GER-Bundesliga,Hertha BSC,74,76,74,73,€8M,27,FIFA 15,"Sep 4, 2015"
2801,GER-Bundesliga,FSV Mainz 05,74,77,74,73,€4.5M,31,FIFA 15,"Sep 4, 2015"
2802,GER-Bundesliga,Hannover 96,74,75,74,73,€8M,33,FIFA 15,"Sep 4, 2015"
2803,GER-Bundesliga,Werder Bremen,73,73,73,71,€3M,31,FIFA 15,"Sep 4, 2015"
2804,GER-Bundesliga,FC Augsburg,73,73,72,73,€3M,30,FIFA 15,"Sep 4, 2015"
2805,GER-Bundesliga,SC Freiburg,72,71,71,72,€4.5M,27,FIFA 15,"Sep 4, 2015"
2806,GER-Bundesliga,FC Köln,72,73,72,72,€3.5M,25,FIFA 15,"Sep 4, 2015"
2807,GER-Bundesliga,Paderborn,69,69,68,68,€1.5M,28,FIFA 15,"Sep 4, 2015"
2808,GER-Bundesliga,FC Bayern München,85,87,85,82,€55M,31,FIFA 15,"Sep 10, 2015"
2809,GER-Bundesliga,Borussia Dortmund,81,79,81,81,€30M,33,FIFA 15,"Sep 10, 2015"
2810,GER-Bundesliga,Schalke 04,78,83,77,76,€10M,33,FIFA 15,"Sep 10, 2015"
2811,GER-Bundesliga,VfL Wolfsburg,78,77,78,76,€25M,27,FIFA 15,"Sep 10, 2015"
2812,GER-Bundesliga,Borussia Mönchengladbach,77,76,74,76,€10M,28,FIFA 15,"Sep 10, 2015"
2813,GER-Bundesliga,Bayer 04 Leverkusen,76,78,77,74,€18M,23,FIFA 15,"Sep 10, 2015"
2814,GER-Bundesliga,Hamburger SV,75,76,73,72,€7.5M,31,FIFA 15,"Sep 10, 2015"
2815,GER-Bundesliga,TSG Hoffenheim,75,78,74,73,€9M,28,FIFA 15,"Sep 10, 2015"
2816,GER-Bundesliga,Eintracht Frankfurt,74,77,70,73,€5M,26,FIFA 15,"Sep 10, 2015"
2817,GER-Bundesliga,VfB Stuttgart,74,76,74,72,€6M,31,FIFA 15,"Sep 10, 2015"
2818,GER-Bundesliga,Hertha BSC,74,76,74,73,€8M,27,FIFA 15,"Sep 10, 2015"
2819,GER-Bundesliga,FSV Mainz 05,74,77,74,73,€4.5M,31,FIFA 15,"Sep 10, 2015"
2820,GER-Bundesliga,Hannover 96,74,75,74,73,€8M,33,FIFA 15,"Sep 10, 2015"
2821,GER-Bundesliga,Werder Bremen,73,73,73,71,€3M,31,FIFA 15,"Sep 10, 2015"
2822,GER-Bundesliga,FC Augsburg,73,73,72,73,€3M,30,FIFA 15,"Sep 10, 2015"
2823,GER-Bundesliga,SC Freiburg,72,71,71,72,€4.5M,27,FIFA 15,"Sep 10, 2015"
2824,GER-Bundesliga,FC Köln,72,73,72,72,€3.5M,25,FIFA 15,"Sep 10, 2015"
2825,GER-Bundesliga,Paderborn,69,69,68,68,€1.5M,28,FIFA 15,"Sep 10, 2015"
2826,GER-Bundesliga,FC Bayern München,85,86,85,83,€80M,30,FIFA 16,"Aug 28, 2015"
2827,GER-Bundesliga,Borussia Dortmund,81,82,79,81,€30M,33,FIFA 16,"Aug 28, 2015"
2828,GER-Bundesliga,VfL Wolfsburg,80,79,79,78,€50M,29,FIFA 16,"Aug 28, 2015"
2829,GER-Bundesliga,Borussia Mönchengladbach,78,79,78,77,€20M,29,FIFA 16,"Aug 28, 2015"
2830,GER-Bundesliga,Bayer 04 Leverkusen,78,80,77,76,€25M,28,FIFA 16,"Aug 28, 2015"
2831,GER-Bundesliga,Schalke 04,78,80,77,79,€21.5M,31,FIFA 16,"Aug 28, 2015"
2832,GER-Bundesliga,TSG Hoffenheim,76,78,75,76,€15M,31,FIFA 16,"Aug 28, 2015"
2833,GER-Bundesliga,Hamburger SV,75,75,73,75,€6M,28,FIFA 16,"Aug 28, 2015"
2834,GER-Bundesliga,Eintracht Frankfurt,75,76,74,75,€6M,29,FIFA 16,"Aug 28, 2015"
2835,GER-Bundesliga,VfB Stuttgart,75,77,75,73,€11M,29,FIFA 16,"Aug 28, 2015"
2836,GER-Bundesliga,Hertha BSC,75,76,74,75,€8M,27,FIFA 16,"Aug 28, 2015"
2837,GER-Bundesliga,Hannover 96,75,74,75,74,€10M,32,FIFA 16,"Aug 28, 2015"
2838,GER-Bundesliga,FC Köln,74,73,75,74,€8M,25,FIFA 16,"Aug 28, 2015"
2839,GER-Bundesliga,Werder Bremen,74,75,74,75,€4.5M,33,FIFA 16,"Aug 28, 2015"
2840,GER-Bundesliga,FC Augsburg,74,77,74,74,€6M,32,FIFA 16,"Aug 28, 2015"
2841,GER-Bundesliga,FSV Mainz 05,74,72,74,75,€7M,31,FIFA 16,"Aug 28, 2015"
2842,GER-Bundesliga,Ingolstadt,71,69,72,70,€4M,26,FIFA 16,"Aug 28, 2015"
2843,GER-Bundesliga,Darmstadt 98,70,69,68,72,€2.2M,27,FIFA 16,"Aug 28, 2015"
2844,GER-Bundesliga,FC Bayern München,85,86,84,82,€80M,30,FIFA 16,"Sep 21, 2015"
2845,GER-Bundesliga,Borussia Dortmund,81,82,78,80,€30M,33,FIFA 16,"Sep 21, 2015"
2846,GER-Bundesliga,VfL Wolfsburg,79,79,77,80,€50M,29,FIFA 16,"Sep 21, 2015"
2847,GER-Bundesliga,Borussia Mönchengladbach,78,78,77,76,€20M,29,FIFA 16,"Sep 21, 2015"
2848,GER-Bundesliga,Bayer 04 Leverkusen,78,79,78,77,€25M,28,FIFA 16,"Sep 21, 2015"
2849,GER-Bundesliga,Schalke 04,78,81,77,77,€21.5M,33,FIFA 16,"Sep 21, 2015"
2850,GER-Bundesliga,TSG Hoffenheim,76,75,77,75,€15M,30,FIFA 16,"Sep 21, 2015"
2851,GER-Bundesliga,Hamburger SV,75,75,73,74,€6M,30,FIFA 16,"Sep 21, 2015"
2852,GER-Bundesliga,Eintracht Frankfurt,75,76,74,75,€6M,28,FIFA 16,"Sep 21, 2015"
2853,GER-Bundesliga,VfB Stuttgart,75,77,75,73,€11M,30,FIFA 16,"Sep 21, 2015"
2854,GER-Bundesliga,FC Köln,74,73,74,74,€8M,24,FIFA 16,"Sep 21, 2015"
2855,GER-Bundesliga,Werder Bremen,74,75,70,75,€4.5M,32,FIFA 16,"Sep 21, 2015"
2856,GER-Bundesliga,FC Augsburg,74,76,74,73,€6M,33,FIFA 16,"Sep 21, 2015"
2857,GER-Bundesliga,Hertha BSC,74,76,74,72,€8M,28,FIFA 16,"Sep 21, 2015"
2858,GER-Bundesliga,FSV Mainz 05,74,68,73,73,€7M,32,FIFA 16,"Sep 21, 2015"
2859,GER-Bundesliga,Hannover 96,74,73,71,73,€10M,32,FIFA 16,"Sep 21, 2015"
2860,GER-Bundesliga,Ingolstadt,71,69,71,71,€4M,27,FIFA 16,"Sep 21, 2015"
2861,GER-Bundesliga,Darmstadt 98,70,69,68,72,€2.2M,28,FIFA 16,"Sep 21, 2015"
2862,GER-Bundesliga,FC Bayern München,85,86,84,82,€80M,30,FIFA 16,"Sep 25, 2015"
2863,GER-Bundesliga,Borussia Dortmund,81,82,78,80,€30M,33,FIFA 16,"Sep 25, 2015"
2864,GER-Bundesliga,VfL Wolfsburg,79,79,79,80,€50M,29,FIFA 16,"Sep 25, 2015"
2865,GER-Bundesliga,Borussia Mönchengladbach,78,78,76,75,€20M,29,FIFA 16,"Sep 25, 2015"
2866,GER-Bundesliga,Bayer 04 Leverkusen,78,79,78,77,€25M,28,FIFA 16,"Sep 25, 2015"
2867,GER-Bundesliga,Schalke 04,78,81,77,77,€21.5M,33,FIFA 16,"Sep 25, 2015"
2868,GER-Bundesliga,TSG Hoffenheim,76,75,77,75,€15M,30,FIFA 16,"Sep 25, 2015"
2869,GER-Bundesliga,Hamburger SV,75,75,73,74,€6M,30,FIFA 16,"Sep 25, 2015"
2870,GER-Bundesliga,Eintracht Frankfurt,75,76,74,75,€6M,28,FIFA 16,"Sep 25, 2015"
2871,GER-Bundesliga,VfB Stuttgart,75,77,75,73,€11M,30,FIFA 16,"Sep 25, 2015"
2872,GER-Bundesliga,FC Köln,74,75,73,74,€8M,24,FIFA 16,"Sep 25, 2015"
2873,GER-Bundesliga,Werder Bremen,74,75,70,75,€4.5M,32,FIFA 16,"Sep 25, 2015"
2874,GER-Bundesliga,FC Augsburg,74,76,74,73,€6M,33,FIFA 16,"Sep 25, 2015"
2875,GER-Bundesliga,Hertha BSC,74,76,74,72,€8M,29,FIFA 16,"Sep 25, 2015"
2876,GER-Bundesliga,FSV Mainz 05,74,71,73,73,€7M,32,FIFA 16,"Sep 25, 2015"
2877,GER-Bundesliga,Hannover 96,74,73,71,73,€10M,32,FIFA 16,"Sep 25, 2015"
2878,GER-Bundesliga,Ingolstadt,71,69,71,71,€4M,27,FIFA 16,"Sep 25, 2015"
2879,GER-Bundesliga,Darmstadt 98,70,69,68,72,€2.2M,28,FIFA 16,"Sep 25, 2015"
2880,GER-Bundesliga,FC Bayern München,85,86,85,84,€80M,30,FIFA 16,"Oct 2, 2015"
2881,GER-Bundesliga,Borussia Dortmund,81,82,79,80,€30M,33,FIFA 16,"Oct 2, 2015"
2882,GER-Bundesliga,VfL Wolfsburg,79,79,78,79,€50M,29,FIFA 16,"Oct 2, 2015"
2883,GER-Bundesliga,Borussia Mönchengladbach,78,77,76,75,€20M,29,FIFA 16,"Oct 2, 2015"
2884,GER-Bundesliga,Bayer 04 Leverkusen,78,80,79,77,€25M,28,FIFA 16,"Oct 2, 2015"
2885,GER-Bundesliga,Schalke 04,78,80,77,77,€21.5M,33,FIFA 16,"Oct 2, 2015"
2886,GER-Bundesliga,TSG Hoffenheim,76,77,76,74,€15M,29,FIFA 16,"Oct 2, 2015"
2887,GER-Bundesliga,Hamburger SV,75,76,74,75,€6M,30,FIFA 16,"Oct 2, 2015"
2888,GER-Bundesliga,Eintracht Frankfurt,75,77,73,75,€6M,28,FIFA 16,"Oct 2, 2015"
2889,GER-Bundesliga,VfB Stuttgart,75,74,75,73,€11M,30,FIFA 16,"Oct 2, 2015"
2890,GER-Bundesliga,Hertha BSC,75,75,74,72,€8M,30,FIFA 16,"Oct 2, 2015"
2891,GER-Bundesliga,Hannover 96,75,74,69,74,€10M,32,FIFA 16,"Oct 2, 2015"
2892,GER-Bundesliga,FC Köln,74,74,74,74,€8M,24,FIFA 16,"Oct 2, 2015"
2893,GER-Bundesliga,Werder Bremen,74,74,73,75,€4.5M,33,FIFA 16,"Oct 2, 2015"
2894,GER-Bundesliga,FC Augsburg,74,77,74,74,€6M,33,FIFA 16,"Oct 2, 2015"
2895,GER-Bundesliga,FSV Mainz 05,74,72,74,74,€7M,32,FIFA 16,"Oct 2, 2015"
2896,GER-Bundesliga,Ingolstadt,71,70,71,71,€4M,27,FIFA 16,"Oct 2, 2015"
2897,GER-Bundesliga,Darmstadt 98,71,70,68,72,€2.2M,29,FIFA 16,"Oct 2, 2015"
2898,GER-Bundesliga,FC Bayern München,85,86,84,83,€80M,30,FIFA 16,"Oct 9, 2015"
2899,GER-Bundesliga,Borussia Dortmund,81,82,79,80,€30M,33,FIFA 16,"Oct 9, 2015"
2900,GER-Bundesliga,VfL Wolfsburg,79,79,79,79,€50M,29,FIFA 16,"Oct 9, 2015"
2901,GER-Bundesliga,Borussia Mönchengladbach,78,77,76,75,€20M,29,FIFA 16,"Oct 9, 2015"
2902,GER-Bundesliga,Bayer 04 Leverkusen,78,80,79,77,€25M,28,FIFA 16,"Oct 9, 2015"
2903,GER-Bundesliga,Schalke 04,78,80,77,77,€21.5M,33,FIFA 16,"Oct 9, 2015"
2904,GER-Bundesliga,TSG Hoffenheim,76,77,76,74,€15M,29,FIFA 16,"Oct 9, 2015"
2905,GER-Bundesliga,Hamburger SV,75,76,74,75,€6M,30,FIFA 16,"Oct 9, 2015"
2906,GER-Bundesliga,Eintracht Frankfurt,75,76,74,75,€6M,28,FIFA 16,"Oct 9, 2015"
2907,GER-Bundesliga,VfB Stuttgart,75,74,75,73,€11M,30,FIFA 16,"Oct 9, 2015"
2908,GER-Bundesliga,Hertha BSC,75,75,74,75,€8M,30,FIFA 16,"Oct 9, 2015"
2909,GER-Bundesliga,Hannover 96,75,74,70,74,€10M,32,FIFA 16,"Oct 9, 2015"
