,league,team,overall,attack,midfield,defence,transfer_budget,players,fifa_edition,update
4131,ESP-La Liga,Levante,75,76,75,73,€6.5M,31,FIFA 16,"Jul 28, 2016"
4132,ESP-La Liga,Getafe,75,73,75,74,€6.2M,33,FIFA 16,"Jul 28, 2016"
4133,ESP-La Liga,Espanyol,75,76,75,74,€6.5M,33,FIFA 16,"Jul 28, 2016"
4134,ESP-La Liga,Rayo Vallecano,75,75,75,74,€4M,33,FIFA 16,"Jul 28, 2016"
4135,ESP-La Liga,Deportivo La Coruña,75,79,74,74,€5.1M,33,FIFA 16,"Jul 28, 2016"
4136,ESP-La Liga,Granada,74,73,73,74,€6.1M,33,FIFA 16,"Jul 28, 2016"
4137,ESP-La Liga,Sporting Gijón,73,73,74,73,€2.8M,29,FIFA 16,"Jul 28, 2016"
4138,ESP-La Liga,SD Eibar,73,74,73,72,€2M,32,FIFA 16,"Jul 28, 2016"
4139,ESP-La Liga,Las Palmas,72,73,71,70,€3.5M,29,FIFA 16,"Jul 28, 2016"
4140,ESP-La Liga,FC Barcelona,84,91,85,82,€100M,33,FIFA 16,"Aug 4, 2016"
4141,ESP-La Liga,Real Madrid,84,86,86,83,€100M,33,FIFA 16,"Aug 4, 2016"
4142,ESP-La Liga,Atlético Madrid,81,81,80,81,€60M,31,FIFA 16,"Aug 4, 2016"
4143,ESP-La Liga,Valencia,80,79,80,79,€70M,33,FIFA 16,"Aug 4, 2016"
4144,ESP-La Liga,Athletic Club,79,78,78,78,€12M,23,FIFA 16,"Aug 4, 2016"
4145,ESP-La Liga,Sevilla,79,79,80,80,€34.5M,33,FIFA 16,"Aug 4, 2016"
4146,ESP-La Liga,Villarreal,79,79,79,79,€10M,33,FIFA 16,"Aug 4, 2016"
4147,ESP-La Liga,Real Sociedad,77,77,77,76,€9M,32,FIFA 16,"Aug 4, 2016"
4148,ESP-La Liga,Málaga,76,75,76,75,€7M,33,FIFA 16,"Aug 4, 2016"
4149,ESP-La Liga,Real Betis,76,77,75,75,€6.4M,33,FIFA 16,"Aug 4, 2016"
4150,ESP-La Liga,Celta de Vigo,76,77,76,76,€7M,33,FIFA 16,"Aug 4, 2016"
4151,ESP-La Liga,Levante,75,76,75,73,€6.5M,31,FIFA 16,"Aug 4, 2016"
4152,ESP-La Liga,Getafe,75,73,75,74,€6.2M,33,FIFA 16,"Aug 4, 2016"
4153,ESP-La Liga,Espanyol,75,76,75,74,€6.5M,33,FIFA 16,"Aug 4, 2016"
4154,ESP-La Liga,Rayo Vallecano,75,75,75,74,€4M,33,FIFA 16,"Aug 4, 2016"
4155,ESP-La Liga,Deportivo La Coruña,75,79,74,74,€5.1M,33,FIFA 16,"Aug 4, 2016"
4156,ESP-La Liga,Granada,74,73,73,74,€6.1M,33,FIFA 16,"Aug 4, 2016"
4157,ESP-La Liga,Sporting Gijón,73,73,74,73,€2.8M,29,FIFA 16,"Aug 4, 2016"
4158,ESP-La Liga,SD Eibar,73,74,73,72,€2M,32,FIFA 16,"Aug 4, 2016"
4159,ESP-La Liga,Las Palmas,72,73,71,70,€3.5M,29,FIFA 16,"Aug 4, 2016"
4160,ESP-La Liga,FC Barcelona,84,91,85,82,€100M,33,FIFA 16,"Aug 11, 2016"
4161,ESP-La Liga,Real Madrid,84,86,86,83,€100M,33,FIFA 16,"Aug 11, 2016"
4162,ESP-La Liga,Atlético Madrid,81,81,80,81,€60M,31,FIFA 16,"Aug 11, 2016"
4163,ESP-La Liga,Valencia,80,79,80,79,€70M,33,FIFA 16,"Aug 11, 2016"
4164,ESP-La Liga,Athletic Club,79,78,78,78,€12M,23,FIFA 16,"Aug 11, 2016"
4165,ESP-La Liga,Sevilla,79,79,80,80,€34.5M,33,FIFA 16,"Aug 11, 2016"
4166,ESP-La Liga,Villarreal,79,79,79,79,€10M,33,FIFA 16,"Aug 11, 2016"
4167,ESP-La Liga,Real Sociedad,77,77,77,76,€9M,32,FIFA 16,"Aug 11, 2016"
4168,ESP-La Liga,Málaga,76,75,76,75,€7M,33,FIFA 16,"Aug 11, 2016"
4169,ESP-La Liga,Real Betis,76,77,75,75,€6.4M,33,FIFA 16,"Aug 11, 2016"
4170,ESP-La Liga,Celta de Vigo,76,77,76,76,€7M,33,FIFA 16,"Aug 11, 2016"
4171,ESP-La Liga,Levante,75,76,75,73,€6.5M,31,FIFA 16,"Aug 11, 2016"
4172,ESP-La Liga,Getafe,75,73,75,74,€6.2M,33,FIFA 16,"Aug 11, 2016"
4173,ESP-La Liga,Espanyol,75,76,75,74,€6.5M,33,FIFA 16,"Aug 11, 2016"
4174,ESP-La Liga,Rayo Vallecano,75,75,75,74,€4M,33,FIFA 16,"Aug 11, 2016"
4175,ESP-La Liga,Deportivo La Coruña,75,79,74,74,€5.1M,33,FIFA 16,"Aug 11, 2016"
4176,ESP-La Liga,Granada,74,73,73,74,€6.1M,33,FIFA 16,"Aug 11, 2016"
4177,ESP-La Liga,Sporting Gijón,73,73,74,73,€2.8M,29,FIFA 16,"Aug 11, 2016"
4178,ESP-La Liga,SD Eibar,73,74,73,72,€2M,32,FIFA 16,"Aug 11, 2016"
4179,ESP-La Liga,Las Palmas,72,73,71,70,€3.5M,29,FIFA 16,"Aug 11, 2016"
4180,ESP-La Liga,FC Barcelona,84,91,85,82,€100M,33,FIFA 16,"Aug 18, 2016"
4181,ESP-La Liga,Real Madrid,84,86,86,83,€100M,33,FIFA 16,"Aug 18, 2016"
4182,ESP-La Liga,Atlético Madrid,81,81,80,81,€60M,31,FIFA 16,"Aug 18, 2016"
4183,ESP-La Liga,Valencia,80,79,80,79,€70M,33,FIFA 16,"Aug 18, 2016"
4184,ESP-La Liga,Athletic Club,79,78,78,78,€12M,23,FIFA 16,"Aug 18, 2016"
4185,ESP-La Liga,Sevilla,79,79,80,80,€34.5M,33,FIFA 16,"Aug 18, 2016"
4186,ESP-La Liga,Villarreal,79,79,79,79,€10M,33,FIFA 16,"Aug 18, 2016"
4187,ESP-La Liga,Real Sociedad,77,77,77,76,€9M,32,FIFA 16,"Aug 18, 2016"
4188,ESP-La Liga,Málaga,76,75,76,75,€7M,33,FIFA 16,"Aug 18, 2016"
4189,ESP-La Liga,Real Betis,76,77,75,75,€6.4M,33,FIFA 16,"Aug 18, 2016"
4190,ESP-La Liga,Celta de Vigo,76,77,76,76,€7M,33,FIFA 16,"Aug 18, 2016"
4191,ESP-La Liga,Levante,75,76,75,73,€6.5M,31,FIFA 16,"Aug 18, 2016"
4192,ESP-La Liga,Espanyol,75,76,75,74,€6.5M,33,FIFA 16,"Aug 18, 2016"
4193,ESP-La Liga,Rayo Vallecano,75,75,75,74,€4M,33,FIFA 16,"Aug 18, 2016"
4194,ESP-La Liga,Deportivo La Coruña,75,79,74,74,€5.1M,33,FIFA 16,"Aug 18, 2016"
4195,ESP-La Liga,Getafe,74,73,75,74,€6.2M,32,FIFA 16,"Aug 18, 2016"
4196,ESP-La Liga,Granada,74,73,73,74,€6.1M,33,FIFA 16,"Aug 18, 2016"
4197,ESP-La Liga,Sporting Gijón,73,73,74,73,€2.8M,29,FIFA 16,"Aug 18, 2016"
4198,ESP-La Liga,SD Eibar,73,74,73,72,€2M,32,FIFA 16,"Aug 18, 2016"
4199,ESP-La Liga,Las Palmas,72,73,71,70,€3.5M,29,FIFA 16,"Aug 18, 2016"
4200,ESP-La Liga,FC Barcelona,84,91,85,82,€100M,33,FIFA 16,"Aug 26, 2016"
4201,ESP-La Liga,Real Madrid,84,86,86,83,€100M,33,FIFA 16,"Aug 26, 2016"
4202,ESP-La Liga,Atlético Madrid,81,81,80,81,€60M,31,FIFA 16,"Aug 26, 2016"
4203,ESP-La Liga,Valencia,80,79,80,79,€70M,33,FIFA 16,"Aug 26, 2016"
4204,ESP-La Liga,Athletic Club,79,78,78,78,€12M,23,FIFA 16,"Aug 26, 2016"
4205,ESP-La Liga,Sevilla,79,79,80,80,€34.5M,33,FIFA 16,"Aug 26, 2016"
4206,ESP-La Liga,Villarreal,79,79,79,79,€10M,33,FIFA 16,"Aug 26, 2016"
4207,ESP-La Liga,Real Sociedad,77,77,77,76,€9M,32,FIFA 16,"Aug 26, 2016"
4208,ESP-La Liga,Málaga,76,75,76,75,€7M,33,FIFA 16,"Aug 26, 2016"
4209,ESP-La Liga,Real Betis,76,77,75,75,€6.4M,33,FIFA 16,"Aug 26, 2016"
4210,ESP-La Liga,Celta de Vigo,76,77,76,76,€7M,33,FIFA 16,"Aug 26, 2016"
4211,ESP-La Liga,Levante,75,76,75,73,€6.5M,31,FIFA 16,"Aug 26, 2016"
4212,ESP-La Liga,Espanyol,75,76,75,74,€6.5M,33,FIFA 16,"Aug 26, 2016"
4213,ESP-La Liga,Rayo Vallecano,75,75,75,74,€4M,33,FIFA 16,"Aug 26, 2016"
4214,ESP-La Liga,Deportivo La Coruña,75,79,74,74,€5.1M,33,FIFA 16,"Aug 26, 2016"
4215,ESP-La Liga,Getafe,74,73,75,74,€6.2M,32,FIFA 16,"Aug 26, 2016"
4216,ESP-La Liga,Granada,74,73,73,74,€6.1M,33,FIFA 16,"Aug 26, 2016"
4217,ESP-La Liga,Sporting Gijón,73,73,74,73,€2.8M,29,FIFA 16,"Aug 26, 2016"
4218,ESP-La Liga,SD Eibar,73,74,73,72,€2M,32,FIFA 16,"Aug 26, 2016"
4219,ESP-La Liga,Las Palmas,72,73,71,70,€3.5M,29,FIFA 16,"Aug 26, 2016"
4220,ESP-La Liga,FC Barcelona,84,91,85,82,€100M,33,FIFA 16,"Sep 1, 2016"
4221,ESP-La Liga,Real Madrid,84,86,86,83,€100M,33,FIFA 16,"Sep 1, 2016"
4222,ESP-La Liga,Atlético Madrid,81,81,80,81,€60M,31,FIFA 16,"Sep 1, 2016"
4223,ESP-La Liga,Valencia,80,79,80,79,€70M,33,FIFA 16,"Sep 1, 2016"
4224,ESP-La Liga,Athletic Club,79,78,78,78,€12M,23,FIFA 16,"Sep 1, 2016"
4225,ESP-La Liga,Sevilla,79,79,80,80,€34.5M,33,FIFA 16,"Sep 1, 2016"
4226,ESP-La Liga,Villarreal,79,79,79,79,€10M,33,FIFA 16,"Sep 1, 2016"
4227,ESP-La Liga,Real Sociedad,77,77,77,76,€9M,32,FIFA 16,"Sep 1, 2016"
4228,ESP-La Liga,Málaga,76,75,76,75,€7M,33,FIFA 16,"Sep 1, 2016"
4229,ESP-La Liga,Real Betis,76,77,75,75,€6.4M,33,FIFA 16,"Sep 1, 2016"
4230,ESP-La Liga,Celta de Vigo,76,77,76,76,€7M,33,FIFA 16,"Sep 1, 2016"
4231,ESP-La Liga,Levante,75,76,75,73,€6.5M,31,FIFA 16,"Sep 1, 2016"
4232,ESP-La Liga,Espanyol,75,76,75,74,€6.5M,33,FIFA 16,"Sep 1, 2016"
4233,ESP-La Liga,Rayo Vallecano,75,75,75,74,€4M,33,FIFA 16,"Sep 1, 2016"
4234,ESP-La Liga,Deportivo La Coruña,75,79,74,74,€5.1M,33,FIFA 16,"Sep 1, 2016"
4235,ESP-La Liga,Getafe,74,73,75,74,€6.2M,32,FIFA 16,"Sep 1, 2016"
4236,ESP-La Liga,Granada,74,73,73,74,€6.1M,33,FIFA 16,"Sep 1, 2016"
4237,ESP-La Liga,Sporting Gijón,73,73,74,73,€2.8M,29,FIFA 16,"Sep 1, 2016"
4238,ESP-La Liga,SD Eibar,73,74,73,72,€2M,32,FIFA 16,"Sep 1, 2016"
4239,ESP-La Liga,Las Palmas,72,73,71,70,€3.5M,29,FIFA 16,"Sep 1, 2016"
4240,ESP-La Liga,FC Barcelona,84,91,85,82,€100M,33,FIFA 16,"Sep 8, 2016"
4241,ESP-La Liga,Real Madrid,84,86,86,83,€100M,33,FIFA 16,"Sep 8, 2016"
4242,ESP-La Liga,Atlético Madrid,81,81,80,81,€60M,31,FIFA 16,"Sep 8, 2016"
4243,ESP-La Liga,Valencia,80,79,80,79,€70M,33,FIFA 16,"Sep 8, 2016"
4244,ESP-La Liga,Athletic Club,79,78,78,78,€12M,23,FIFA 16,"Sep 8, 2016"
4245,ESP-La Liga,Sevilla,79,79,80,80,€34.5M,33,FIFA 16,"Sep 8, 2016"
4246,ESP-La Liga,Villarreal,79,79,79,79,€10M,33,FIFA 16,"Sep 8, 2016"
4247,ESP-La Liga,Real Sociedad,77,77,77,76,€9M,32,FIFA 16,"Sep 8, 2016"
4248,ESP-La Liga,Málaga,76,75,76,75,€7M,33,FIFA 16,"Sep 8, 2016"
4249,ESP-La Liga,Real Betis,76,77,75,75,€6.4M,33,FIFA 16,"Sep 8, 2016"
4250,ESP-La Liga,Celta de Vigo,76,77,76,76,€7M,33,FIFA 16,"Sep 8, 2016"
4251,ESP-La Liga,Levante,75,76,75,73,€6.5M,31,FIFA 16,"Sep 8, 2016"
4252,ESP-La Liga,Espanyol,75,76,75,74,€6.5M,33,FIFA 16,"Sep 8, 2016"
4253,ESP-La Liga,Rayo Vallecano,75,75,75,74,€4M,33,FIFA 16,"Sep 8, 2016"
4254,ESP-La Liga,Deportivo La Coruña,75,79,74,74,€5.1M,33,FIFA 16,"Sep 8, 2016"
4255,ESP-La Liga,Getafe,74,73,75,74,€6.2M,32,FIFA 16,"Sep 8, 2016"
4256,ESP-La Liga,Granada,74,73,73,74,€6.1M,33,FIFA 16,"Sep 8, 2016"
4257,ESP-La Liga,Sporting Gijón,73,73,74,73,€2.8M,29,FIFA 16,"Sep 8, 2016"
4258,ESP-La Liga,SD Eibar,73,74,73,72,€2M,32,FIFA 16,"Sep 8, 2016"
4259,ESP-La Liga,Las Palmas,72,73,71,70,€3.5M,29,FIFA 16,"Sep 8, 2016"
4260,ESP-La Liga,FC Barcelona,84,91,85,82,€100M,33,FIFA 16,"Sep 14, 2016"
4261,ESP-La Liga,Real Madrid,84,86,86,83,€100M,33,FIFA 16,"Sep 14, 2016"
4262,ESP-La Liga,Atlético Madrid,81,81,80,81,€60M,31,FIFA 16,"Sep 14, 2016"
4263,ESP-La Liga,Valencia,80,79,80,79,€70M,33,FIFA 16,"Sep 14, 2016"
4264,ESP-La Liga,Athletic Club,79,78,78,78,€12M,23,FIFA 16,"Sep 14, 2016"
4265,ESP-La Liga,Sevilla,79,79,80,80,€34.5M,33,FIFA 16,"Sep 14, 2016"
4266,ESP-La Liga,Villarreal,79,79,79,79,€10M,33,FIFA 16,"Sep 14, 2016"
4267,ESP-La Liga,Real Sociedad,77,77,77,76,€9M,32,FIFA 16,"Sep 14, 2016"
4268,ESP-La Liga,Málaga,76,75,76,75,€7M,33,FIFA 16,"Sep 14, 2016"
4269,ESP-La Liga,Real Betis,76,77,75,75,€6.4M,33,FIFA 16,"Sep 14, 2016"
4270,ESP-La Liga,Celta de Vigo,76,77,76,76,€7M,33,FIFA 16,"Sep 14, 2016"
4271,ESP-La Liga,Levante,75,76,75,73,€6.5M,31,FIFA 16,"Sep 14, 2016"
4272,ESP-La Liga,Espanyol,75,76,75,74,€6.5M,33,FIFA 16,"Sep 14, 2016"
4273,ESP-La Liga,Rayo Vallecano,75,75,75,74,€4M,33,FIFA 16,"Sep 14, 2016"
4274,ESP-La Liga,Deportivo La Coruña,75,79,74,74,€5.1M,33,FIFA 16,"Sep 14, 2016"
4275,ESP-La Liga,Getafe,74,73,75,74,€6.2M,32,FIFA 16,"Sep 14, 2016"
4276,ESP-La Liga,Granada,74,73,73,74,€6.1M,33,FIFA 16,"Sep 14, 2016"
4277,ESP-La Liga,Sporting Gijón,73,73,74,73,€2.8M,29,FIFA 16,"Sep 14, 2016"
4278,ESP-La Liga,SD Eibar,73,74,73,72,€2M,32,FIFA 16,"Sep 14, 2016"
4279,ESP-La Liga,Las Palmas,72,73,71,70,€3.5M,29,FIFA 16,"Sep 14, 2016"
4280,ESP-La Liga,FC Barcelona,84,91,85,82,€100M,33,FIFA 16,"Sep 22, 2016"
4281,ESP-La Liga,Real Madrid,84,86,86,83,€100M,33,FIFA 16,"Sep 22, 2016"
4282,ESP-La Liga,Atlético Madrid,81,81,80,81,€60M,31,FIFA 16,"Sep 22, 2016"
4283,ESP-La Liga,Valencia,80,79,80,79,€70M,33,FIFA 16,"Sep 22, 2016"
4284,ESP-La Liga,Athletic Club,79,78,78,78,€12M,23,FIFA 16,"Sep 22, 2016"
4285,ESP-La Liga,Sevilla,79,79,80,80,€34.5M,33,FIFA 16,"Sep 22, 2016"
4286,ESP-La Liga,Villarreal,79,79,79,79,€10M,33,FIFA 16,"Sep 22, 2016"
4287,ESP-La Liga,Real Sociedad,77,77,77,76,€9M,32,FIFA 16,"Sep 22, 2016"
4288,ESP-La Liga,Málaga,76,75,76,75,€7M,33,FIFA 16,"Sep 22, 2016"
4289,ESP-La Liga,Real Betis,76,77,75,75,€6.4M,33,FIFA 16,"Sep 22, 2016"
4290,ESP-La Liga,Celta de Vigo,76,77,76,76,€7M,33,FIFA 16,"Sep 22, 2016"
4291,ESP-La Liga,Levante,75,76,75,73,€6.5M,31,FIFA 16,"Sep 22, 2016"
4292,ESP-La Liga,Espanyol,75,76,75,74,€6.5M,33,FIFA 16,"Sep 22, 2016"
4293,ESP-La Liga,Rayo Vallecano,75,75,75,74,€4M,33,FIFA 16,"Sep 22, 2016"
4294,ESP-La Liga,Deportivo La Coruña,75,79,74,74,€5.1M,33,FIFA 16,"Sep 22, 2016"
4295,ESP-La Liga,Getafe,74,73,75,74,€6.2M,32,FIFA 16,"Sep 22, 2016"
4296,ESP-La Liga,Granada,74,73,73,74,€6.1M,33,FIFA 16,"Sep 22, 2016"
4297,ESP-La Liga,Sporting Gijón,73,73,74,73,€2.8M,29,FIFA 16,"Sep 22, 2016"
4298,ESP-La Liga,SD Eibar,73,74,73,72,€2M,32,FIFA 16,"Sep 22, 2016"
4299,ESP-La Liga,Las Palmas,72,73,71,70,€3.5M,29,FIFA 16,"Sep 22, 2016"
4300,ESP-La Liga,Real Madrid,86,88,86,86,€99.8M,33,FIFA 17,"Aug 25, 2016"
4301,ESP-La Liga,FC Barcelona,85,92,86,83,€92M,33,FIFA 17,"Aug 25, 2016"
4302,ESP-La Liga,Atlético Madrid,83,84,82,84,€60M,33,FIFA 17,"Aug 25, 2016"
4303,ESP-La Liga,Sevilla,80,81,80,79,€34.1M,28,FIFA 17,"Aug 25, 2016"
4304,ESP-La Liga,Villarreal,80,80,80,80,€31M,33,FIFA 17,"Aug 25, 2016"
4305,ESP-La Liga,Athletic Club,79,80,80,80,€17M,32,FIFA 17,"Aug 25, 2016"
4306,ESP-La Liga,Valencia,79,79,79,79,€54M,33,FIFA 17,"Aug 25, 2016"
4307,ESP-La Liga,Celta de Vigo,78,76,79,78,€10.3M,33,FIFA 17,"Aug 25, 2016"
4308,ESP-La Liga,Real Sociedad,78,78,78,77,€14.3M,33,FIFA 17,"Aug 25, 2016"
4309,ESP-La Liga,Málaga,77,76,77,77,€9M,29,FIFA 17,"Aug 25, 2016"
4310,ESP-La Liga,Real Betis,77,78,77,76,€15.3M,32,FIFA 17,"Aug 25, 2016"
4311,ESP-La Liga,Espanyol,77,78,77,76,€10M,28,FIFA 17,"Aug 25, 2016"
4312,ESP-La Liga,Deportivo La Coruña,77,79,76,77,€9.3M,33,FIFA 17,"Aug 25, 2016"
4313,ESP-La Liga,Las Palmas,76,75,78,76,€5.6M,31,FIFA 17,"Aug 25, 2016"
4314,ESP-La Liga,Sporting Gijón,75,75,74,75,€4.7M,29,FIFA 17,"Aug 25, 2016"
4315,ESP-La Liga,SD Eibar,75,75,76,75,€5.3M,23,FIFA 17,"Aug 25, 2016"
4316,ESP-La Liga,Leganés,74,74,75,74,€3.1M,21,FIFA 17,"Aug 25, 2016"
4317,ESP-La Liga,Deportivo Alavés,74,74,74,74,€3.5M,29,FIFA 17,"Aug 25, 2016"
4318,ESP-La Liga,Granada,73,72,73,73,€7M,28,FIFA 17,"Aug 25, 2016"
4319,ESP-La Liga,Osasuna,72,71,73,72,€4.3M,33,FIFA 17,"Aug 25, 2016"
4320,ESP-La Liga,Real Madrid,86,88,86,86,€99.8M,33,FIFA 17,"Sep 20, 2016"
4321,ESP-La Liga,FC Barcelona,85,92,86,83,€92M,33,FIFA 17,"Sep 20, 2016"
4322,ESP-La Liga,Atlético Madrid,83,84,82,84,€60M,29,FIFA 17,"Sep 20, 2016"
4323,ESP-La Liga,Sevilla,81,79,81,80,€34.1M,27,FIFA 17,"Sep 20, 2016"
4324,ESP-La Liga,Villarreal,80,79,80,80,€31M,33,FIFA 17,"Sep 20, 2016"
4325,ESP-La Liga,Athletic Club,79,80,80,80,€17M,30,FIFA 17,"Sep 20, 2016"
4326,ESP-La Liga,Valencia,79,79,79,80,€54M,31,FIFA 17,"Sep 20, 2016"
4327,ESP-La Liga,Celta de Vigo,78,78,79,78,€10.3M,33,FIFA 17,"Sep 20, 2016"
4328,ESP-La Liga,Espanyol,78,78,78,77,€10M,28,FIFA 17,"Sep 20, 2016"
4329,ESP-La Liga,Real Sociedad,78,78,78,76,€14.3M,33,FIFA 17,"Sep 20, 2016"
4330,ESP-La Liga,Málaga,77,76,77,77,€9M,29,FIFA 17,"Sep 20, 2016"
4331,ESP-La Liga,Real Betis,77,79,76,75,€15.3M,29,FIFA 17,"Sep 20, 2016"
4332,ESP-La Liga,Las Palmas,77,75,78,76,€5.6M,32,FIFA 17,"Sep 20, 2016"
4333,ESP-La Liga,Deportivo La Coruña,76,74,76,77,€9.3M,33,FIFA 17,"Sep 20, 2016"
4334,ESP-La Liga,Sporting Gijón,75,75,74,75,€4.7M,27,FIFA 17,"Sep 20, 2016"
4335,ESP-La Liga,SD Eibar,75,77,76,75,€5.3M,26,FIFA 17,"Sep 20, 2016"
4336,ESP-La Liga,Leganés,74,73,75,74,€3.1M,25,FIFA 17,"Sep 20, 2016"
4337,ESP-La Liga,Deportivo Alavés,74,74,74,74,€3.5M,30,FIFA 17,"Sep 20, 2016"
4338,ESP-La Liga,Granada,74,73,74,76,€7M,33,FIFA 17,"Sep 20, 2016"
4339,ESP-La Liga,Osasuna,73,74,74,72,€4.3M,33,FIFA 17,"Sep 20, 2016"
4340,ESP-La Liga,Real Madrid,86,88,86,86,€99.8M,33,FIFA 17,"Sep 29, 2016"
4341,ESP-La Liga,FC Barcelona,85,92,86,83,€92M,33,FIFA 17,"Sep 29, 2016"
4342,ESP-La Liga,Atlético Madrid,83,84,82,84,€60M,29,FIFA 17,"Sep 29, 2016"
4343,ESP-La Liga,Sevilla,81,79,81,80,€34.1M,27,FIFA 17,"Sep 29, 2016"
4344,ESP-La Liga,Villarreal,80,80,80,80,€31M,33,FIFA 17,"Sep 29, 2016"
4345,ESP-La Liga,Athletic Club,79,80,80,80,€17M,30,FIFA 17,"Sep 29, 2016"
4346,ESP-La Liga,Valencia,79,79,79,80,€54M,31,FIFA 17,"Sep 29, 2016"
4347,ESP-La Liga,Celta de Vigo,78,78,79,78,€10.3M,33,FIFA 17,"Sep 29, 2016"
4348,ESP-La Liga,Espanyol,78,78,78,77,€10M,28,FIFA 17,"Sep 29, 2016"
4349,ESP-La Liga,Real Sociedad,78,78,78,76,€14.3M,33,FIFA 17,"Sep 29, 2016"
4350,ESP-La Liga,Málaga,77,76,77,77,€9M,29,FIFA 17,"Sep 29, 2016"
4351,ESP-La Liga,Real Betis,77,79,76,75,€15.3M,29,FIFA 17,"Sep 29, 2016"
4352,ESP-La Liga,Las Palmas,76,75,78,76,€5.6M,33,FIFA 17,"Sep 29, 2016"
4353,ESP-La Liga,Deportivo La Coruña,76,75,76,77,€9.3M,33,FIFA 17,"Sep 29, 2016"
4354,ESP-La Liga,Sporting Gijón,75,75,74,75,€4.7M,28,FIFA 17,"Sep 29, 2016"
4355,ESP-La Liga,SD Eibar,75,77,76,75,€5.3M,26,FIFA 17,"Sep 29, 2016"
4356,ESP-La Liga,Leganés,74,73,75,74,€3.1M,25,FIFA 17,"Sep 29, 2016"
4357,ESP-La Liga,Deportivo Alavés,74,75,74,74,€3.5M,30,FIFA 17,"Sep 29, 2016"
4358,ESP-La Liga,Granada,74,73,74,76,€7M,33,FIFA 17,"Sep 29, 2016"
4359,ESP-La Liga,Osasuna,73,74,74,72,€4.3M,33,FIFA 17,"Sep 29, 2016"
4360,ESP-La Liga,Real Madrid,86,88,86,86,€99.8M,33,FIFA 17,"Oct 6, 2016"
4361,ESP-La Liga,FC Barcelona,85,92,86,83,€92M,33,FIFA 17,"Oct 6, 2016"
4362,ESP-La Liga,Atlético Madrid,83,84,82,84,€60M,29,FIFA 17,"Oct 6, 2016"
4363,ESP-La Liga,Sevilla,81,79,82,78,€34.1M,27,FIFA 17,"Oct 6, 2016"
4364,ESP-La Liga,Villarreal,80,79,80,80,€31M,33,FIFA 17,"Oct 6, 2016"
4365,ESP-La Liga,Athletic Club,79,80,80,80,€17M,30,FIFA 17,"Oct 6, 2016"
4366,ESP-La Liga,Valencia,79,80,79,79,€54M,31,FIFA 17,"Oct 6, 2016"
4367,ESP-La Liga,Celta de Vigo,78,77,79,78,€10.3M,33,FIFA 17,"Oct 6, 2016"
4368,ESP-La Liga,Espanyol,78,78,78,77,€10M,28,FIFA 17,"Oct 6, 2016"
4369,ESP-La Liga,Real Sociedad,78,78,78,76,€14.3M,33,FIFA 17,"Oct 6, 2016"
4370,ESP-La Liga,Málaga,77,76,77,77,€9M,29,FIFA 17,"Oct 6, 2016"
4371,ESP-La Liga,Real Betis,77,79,76,76,€15.3M,29,FIFA 17,"Oct 6, 2016"
4372,ESP-La Liga,Las Palmas,76,75,78,76,€5.6M,33,FIFA 17,"Oct 6, 2016"
4373,ESP-La Liga,Deportivo La Coruña,76,76,76,77,€9.3M,33,FIFA 17,"Oct 6, 2016"
4374,ESP-La Liga,Sporting Gijón,75,75,74,75,€4.7M,28,FIFA 17,"Oct 6, 2016"
4375,ESP-La Liga,SD Eibar,75,77,76,75,€5.3M,26,FIFA 17,"Oct 6, 2016"
4376,ESP-La Liga,Leganés,74,73,75,74,€3.1M,26,FIFA 17,"Oct 6, 2016"
4377,ESP-La Liga,Deportivo Alavés,74,75,74,74,€3.5M,30,FIFA 17,"Oct 6, 2016"
4378,ESP-La Liga,Granada,74,73,74,76,€7M,33,FIFA 17,"Oct 6, 2016"
4379,ESP-La Liga,Osasuna,73,74,73,73,€4.3M,33,FIFA 17,"Oct 6, 2016"
4380,ESP-La Liga,Real Madrid,86,88,86,86,€99.8M,33,FIFA 17,"Oct 13, 2016"
4381,ESP-La Liga,FC Barcelona,85,92,86,83,€92M,33,FIFA 17,"Oct 13, 2016"
4382,ESP-La Liga,Atlético Madrid,83,84,82,84,€60M,29,FIFA 17,"Oct 13, 2016"
4383,ESP-La Liga,Sevilla,81,79,82,78,€34.1M,27,FIFA 17,"Oct 13, 2016"
4384,ESP-La Liga,Villarreal,80,79,80,80,€31M,33,FIFA 17,"Oct 13, 2016"
4385,ESP-La Liga,Athletic Club,79,80,80,80,€17M,30,FIFA 17,"Oct 13, 2016"
4386,ESP-La Liga,Valencia,79,80,78,79,€54M,31,FIFA 17,"Oct 13, 2016"
4387,ESP-La Liga,Celta de Vigo,78,77,79,78,€10.3M,33,FIFA 17,"Oct 13, 2016"
4388,ESP-La Liga,Espanyol,78,78,78,77,€10M,28,FIFA 17,"Oct 13, 2016"
4389,ESP-La Liga,Real Sociedad,78,78,78,76,€14.3M,33,FIFA 17,"Oct 13, 2016"
4390,ESP-La Liga,Málaga,77,76,77,77,€9M,29,FIFA 17,"Oct 13, 2016"
4391,ESP-La Liga,Real Betis,77,79,76,76,€15.3M,29,FIFA 17,"Oct 13, 2016"
4392,ESP-La Liga,Las Palmas,76,75,78,76,€5.6M,33,FIFA 17,"Oct 13, 2016"
4393,ESP-La Liga,Deportivo La Coruña,76,76,76,77,€9.3M,33,FIFA 17,"Oct 13, 2016"
