,league,team,overall,attack,midfield,defence,transfer_budget,players,fifa_edition,update
2508,ITA-Serie A,Genoa,74,73,72,71,€18M,30,FIFA 15,"Feb 20, 2015"
2509,ITA-Serie A,Atalanta,73,73,74,70,€6M,29,FIFA 15,"Feb 20, 2015"
2510,ITA-Serie A,Sampdoria,73,75,71,71,€9M,28,FIFA 15,"Feb 20, 2015"
2511,ITA-Serie A,Parma,73,74,72,72,€8M,33,FIFA 15,"Feb 20, 2015"
2512,ITA-Serie A,Palermo,73,74,70,73,€9M,27,FIFA 15,"Feb 20, 2015"
2513,ITA-Serie A,Udinese,73,76,72,74,€15M,29,FIFA 15,"Feb 20, 2015"
2514,ITA-Serie A,Cagliari,72,71,72,71,€5M,32,FIFA 15,"Feb 20, 2015"
2515,ITA-Serie A,Sassuolo,72,74,70,69,€5M,29,FIFA 15,"Feb 20, 2015"
2516,ITA-Serie A,Chievo,72,74,73,70,€4M,29,FIFA 15,"Feb 20, 2015"
2517,ITA-Serie A,Hellas Verona,72,73,71,70,€3M,32,FIFA 15,"Feb 20, 2015"
2518,ITA-Serie A,Empoli,71,71,71,71,€2M,27,FIFA 15,"Feb 20, 2015"
2519,ITA-Serie A,Cesena,68,65,68,65,€4M,31,FIFA 15,"Feb 20, 2015"
2520,ITA-Serie A,Juventus,81,81,82,80,€35M,32,FIFA 15,"Feb 27, 2015"
2521,ITA-Serie A,Roma,79,78,82,76,€30M,32,FIFA 15,"Feb 27, 2015"
2522,ITA-Serie A,Inter,78,80,76,76,€20M,33,FIFA 15,"Feb 27, 2015"
2523,ITA-Serie A,Napoli,78,80,78,75,€26M,32,FIFA 15,"Feb 27, 2015"
2524,ITA-Serie A,Fiorentina,77,76,78,76,€16M,33,FIFA 15,"Feb 27, 2015"
2525,ITA-Serie A,Lazio,77,78,77,76,€15M,33,FIFA 15,"Feb 27, 2015"
2526,ITA-Serie A,Milan,77,77,76,74,€12M,32,FIFA 15,"Feb 27, 2015"
2527,ITA-Serie A,Genoa,74,74,73,72,€18M,30,FIFA 15,"Feb 27, 2015"
2528,ITA-Serie A,Atalanta,73,74,75,71,€6M,29,FIFA 15,"Feb 27, 2015"
2529,ITA-Serie A,Sampdoria,73,76,70,71,€9M,27,FIFA 15,"Feb 27, 2015"
2530,ITA-Serie A,Parma,73,76,70,72,€8M,33,FIFA 15,"Feb 27, 2015"
2531,ITA-Serie A,Palermo,73,73,70,73,€9M,27,FIFA 15,"Feb 27, 2015"
2532,ITA-Serie A,Torino,73,74,72,76,€6M,30,FIFA 15,"Feb 27, 2015"
2533,ITA-Serie A,Udinese,73,76,73,73,€15M,29,FIFA 15,"Feb 27, 2015"
2534,ITA-Serie A,Cagliari,72,72,71,71,€5M,32,FIFA 15,"Feb 27, 2015"
2535,ITA-Serie A,Sassuolo,72,74,71,69,€5M,30,FIFA 15,"Feb 27, 2015"
2536,ITA-Serie A,Chievo,72,74,73,71,€4M,28,FIFA 15,"Feb 27, 2015"
2537,ITA-Serie A,Hellas Verona,72,73,71,70,€3M,32,FIFA 15,"Feb 27, 2015"
2538,ITA-Serie A,Empoli,71,72,71,71,€2M,27,FIFA 15,"Feb 27, 2015"
2539,ITA-Serie A,Cesena,69,65,69,67,€4M,32,FIFA 15,"Feb 27, 2015"
2540,ITA-Serie A,Juventus,81,81,82,80,€35M,32,FIFA 15,"Mar 6, 2015"
2541,ITA-Serie A,Roma,79,78,81,76,€30M,32,FIFA 15,"Mar 6, 2015"
2542,ITA-Serie A,Napoli,78,80,78,75,€26M,32,FIFA 15,"Mar 6, 2015"
2543,ITA-Serie A,Fiorentina,77,77,77,75,€16M,33,FIFA 15,"Mar 6, 2015"
2544,ITA-Serie A,Inter,77,78,76,76,€20M,33,FIFA 15,"Mar 6, 2015"
2545,ITA-Serie A,Lazio,77,79,75,76,€15M,33,FIFA 15,"Mar 6, 2015"
2546,ITA-Serie A,Milan,77,78,76,75,€12M,32,FIFA 15,"Mar 6, 2015"
2547,ITA-Serie A,Genoa,74,74,73,72,€18M,29,FIFA 15,"Mar 6, 2015"
2548,ITA-Serie A,Atalanta,73,74,74,72,€6M,29,FIFA 15,"Mar 6, 2015"
2549,ITA-Serie A,Sampdoria,73,77,72,71,€9M,27,FIFA 15,"Mar 6, 2015"
2550,ITA-Serie A,Parma,73,76,70,72,€8M,33,FIFA 15,"Mar 6, 2015"
2551,ITA-Serie A,Palermo,73,72,72,71,€9M,27,FIFA 15,"Mar 6, 2015"
2552,ITA-Serie A,Torino,73,74,72,75,€6M,30,FIFA 15,"Mar 6, 2015"
2553,ITA-Serie A,Udinese,73,76,72,72,€15M,29,FIFA 15,"Mar 6, 2015"
2554,ITA-Serie A,Sassuolo,73,74,71,70,€5M,31,FIFA 15,"Mar 6, 2015"
2555,ITA-Serie A,Cagliari,72,72,72,70,€5M,32,FIFA 15,"Mar 6, 2015"
2556,ITA-Serie A,Chievo,72,74,73,68,€4M,28,FIFA 15,"Mar 6, 2015"
2557,ITA-Serie A,Hellas Verona,72,73,70,70,€3M,32,FIFA 15,"Mar 6, 2015"
2558,ITA-Serie A,Empoli,71,70,71,71,€2M,27,FIFA 15,"Mar 6, 2015"
2559,ITA-Serie A,Cesena,69,65,69,66,€4M,32,FIFA 15,"Mar 6, 2015"
2560,ITA-Serie A,Juventus,81,81,82,80,€35M,32,FIFA 15,"Mar 10, 2015"
2561,ITA-Serie A,Roma,79,78,81,76,€30M,32,FIFA 15,"Mar 10, 2015"
2562,ITA-Serie A,Napoli,78,80,78,75,€26M,32,FIFA 15,"Mar 10, 2015"
2563,ITA-Serie A,Fiorentina,77,77,77,75,€16M,33,FIFA 15,"Mar 10, 2015"
2564,ITA-Serie A,Inter,77,78,76,76,€20M,33,FIFA 15,"Mar 10, 2015"
2565,ITA-Serie A,Lazio,77,79,75,76,€15M,33,FIFA 15,"Mar 10, 2015"
2566,ITA-Serie A,Milan,77,78,76,75,€12M,32,FIFA 15,"Mar 10, 2015"
2567,ITA-Serie A,Genoa,74,74,73,72,€18M,29,FIFA 15,"Mar 10, 2015"
2568,ITA-Serie A,Atalanta,73,74,74,72,€6M,29,FIFA 15,"Mar 10, 2015"
2569,ITA-Serie A,Sampdoria,73,77,72,71,€9M,27,FIFA 15,"Mar 10, 2015"
2570,ITA-Serie A,Parma,73,76,70,72,€8M,33,FIFA 15,"Mar 10, 2015"
2571,ITA-Serie A,Palermo,73,72,72,71,€9M,27,FIFA 15,"Mar 10, 2015"
2572,ITA-Serie A,Torino,73,74,72,75,€6M,30,FIFA 15,"Mar 10, 2015"
2573,ITA-Serie A,Udinese,73,76,72,72,€15M,29,FIFA 15,"Mar 10, 2015"
2574,ITA-Serie A,Sassuolo,73,74,71,70,€5M,31,FIFA 15,"Mar 10, 2015"
2575,ITA-Serie A,Cagliari,72,72,72,70,€5M,32,FIFA 15,"Mar 10, 2015"
2576,ITA-Serie A,Chievo,72,74,73,68,€4M,28,FIFA 15,"Mar 10, 2015"
2577,ITA-Serie A,Hellas Verona,72,73,70,70,€3M,32,FIFA 15,"Mar 10, 2015"
2578,ITA-Serie A,Empoli,71,70,71,71,€2M,27,FIFA 15,"Mar 10, 2015"
2579,ITA-Serie A,Cesena,69,65,69,66,€4M,32,FIFA 15,"Mar 10, 2015"
2580,ITA-Serie A,Juventus,81,77,80,76,€35M,32,FIFA 15,"Mar 13, 2015"
2581,ITA-Serie A,Roma,79,79,78,76,€30M,32,FIFA 15,"Mar 13, 2015"
2582,ITA-Serie A,Lazio,78,79,74,76,€15M,33,FIFA 15,"Mar 13, 2015"
2583,ITA-Serie A,Napoli,78,84,78,74,€26M,32,FIFA 15,"Mar 13, 2015"
2584,ITA-Serie A,Fiorentina,77,76,77,76,€16M,33,FIFA 15,"Mar 13, 2015"
2585,ITA-Serie A,Inter,77,79,76,76,€20M,33,FIFA 15,"Mar 13, 2015"
2586,ITA-Serie A,Milan,77,78,75,76,€12M,32,FIFA 15,"Mar 13, 2015"
2587,ITA-Serie A,Genoa,74,74,72,73,€18M,29,FIFA 15,"Mar 13, 2015"
2588,ITA-Serie A,Atalanta,73,76,74,72,€6M,29,FIFA 15,"Mar 13, 2015"
2589,ITA-Serie A,Sampdoria,73,77,72,71,€9M,27,FIFA 15,"Mar 13, 2015"
2590,ITA-Serie A,Palermo,73,72,73,71,€9M,27,FIFA 15,"Mar 13, 2015"
2591,ITA-Serie A,Torino,73,74,72,75,€6M,30,FIFA 15,"Mar 13, 2015"
2592,ITA-Serie A,Udinese,73,75,72,73,€15M,29,FIFA 15,"Mar 13, 2015"
2593,ITA-Serie A,Sassuolo,73,74,71,71,€5M,32,FIFA 15,"Mar 13, 2015"
2594,ITA-Serie A,Parma,72,73,70,72,€8M,32,FIFA 15,"Mar 13, 2015"
2595,ITA-Serie A,Cagliari,72,71,72,70,€5M,32,FIFA 15,"Mar 13, 2015"
2596,ITA-Serie A,Chievo,72,73,73,71,€4M,28,FIFA 15,"Mar 13, 2015"
2597,ITA-Serie A,Hellas Verona,72,73,69,70,€3M,32,FIFA 15,"Mar 13, 2015"
2598,ITA-Serie A,Empoli,71,70,71,72,€2M,27,FIFA 15,"Mar 13, 2015"
2599,ITA-Serie A,Cesena,69,65,69,65,€4M,32,FIFA 15,"Mar 13, 2015"
2600,ITA-Serie A,Juventus,81,80,80,80,€35M,32,FIFA 15,"Mar 20, 2015"
2601,ITA-Serie A,Roma,79,78,79,77,€30M,32,FIFA 15,"Mar 20, 2015"
2602,ITA-Serie A,Napoli,78,84,78,73,€26M,32,FIFA 15,"Mar 20, 2015"
2603,ITA-Serie A,Fiorentina,77,75,76,77,€16M,33,FIFA 15,"Mar 20, 2015"
2604,ITA-Serie A,Inter,77,78,77,76,€20M,33,FIFA 15,"Mar 20, 2015"
2605,ITA-Serie A,Lazio,77,78,78,76,€15M,33,FIFA 15,"Mar 20, 2015"
2606,ITA-Serie A,Milan,77,77,76,76,€12M,32,FIFA 15,"Mar 20, 2015"
2607,ITA-Serie A,Genoa,74,75,73,73,€18M,29,FIFA 15,"Mar 20, 2015"
2608,ITA-Serie A,Atalanta,73,76,74,71,€6M,29,FIFA 15,"Mar 20, 2015"
2609,ITA-Serie A,Sampdoria,73,77,72,71,€9M,27,FIFA 15,"Mar 20, 2015"
2610,ITA-Serie A,Palermo,73,74,70,72,€9M,27,FIFA 15,"Mar 20, 2015"
2611,ITA-Serie A,Torino,73,74,72,76,€6M,30,FIFA 15,"Mar 20, 2015"
2612,ITA-Serie A,Udinese,73,76,73,73,€15M,29,FIFA 15,"Mar 20, 2015"
2613,ITA-Serie A,Sassuolo,73,74,71,70,€5M,33,FIFA 15,"Mar 20, 2015"
2614,ITA-Serie A,Parma,72,72,68,71,€8M,33,FIFA 15,"Mar 20, 2015"
2615,ITA-Serie A,Cagliari,72,71,72,71,€5M,32,FIFA 15,"Mar 20, 2015"
2616,ITA-Serie A,Chievo,72,74,73,71,€4M,28,FIFA 15,"Mar 20, 2015"
2617,ITA-Serie A,Hellas Verona,72,73,72,70,€3M,32,FIFA 15,"Mar 20, 2015"
2618,ITA-Serie A,Empoli,71,70,71,72,€2M,27,FIFA 15,"Mar 20, 2015"
2619,ITA-Serie A,Cesena,69,65,69,66,€4M,33,FIFA 15,"Mar 20, 2015"
2620,ITA-Serie A,Juventus,81,79,80,81,€35M,32,FIFA 15,"Mar 27, 2015"
2621,ITA-Serie A,Roma,79,80,81,76,€30M,32,FIFA 15,"Mar 27, 2015"
2622,ITA-Serie A,Napoli,78,84,78,76,€26M,32,FIFA 15,"Mar 27, 2015"
2623,ITA-Serie A,Fiorentina,77,76,76,77,€16M,33,FIFA 15,"Mar 27, 2015"
2624,ITA-Serie A,Inter,77,80,76,76,€20M,33,FIFA 15,"Mar 27, 2015"
2625,ITA-Serie A,Lazio,77,78,78,76,€15M,33,FIFA 15,"Mar 27, 2015"
2626,ITA-Serie A,Milan,77,77,76,76,€12M,32,FIFA 15,"Mar 27, 2015"
2627,ITA-Serie A,Genoa,74,74,72,73,€18M,29,FIFA 15,"Mar 27, 2015"
2628,ITA-Serie A,Atalanta,73,74,74,72,€6M,29,FIFA 15,"Mar 27, 2015"
2629,ITA-Serie A,Sampdoria,73,77,72,71,€9M,27,FIFA 15,"Mar 27, 2015"
2630,ITA-Serie A,Palermo,73,72,72,71,€9M,27,FIFA 15,"Mar 27, 2015"
2631,ITA-Serie A,Torino,73,74,72,75,€6M,30,FIFA 15,"Mar 27, 2015"
2632,ITA-Serie A,Udinese,73,75,72,73,€15M,29,FIFA 15,"Mar 27, 2015"
2633,ITA-Serie A,Sassuolo,73,74,71,70,€5M,33,FIFA 15,"Mar 27, 2015"
2634,ITA-Serie A,Parma,72,72,67,72,€8M,33,FIFA 15,"Mar 27, 2015"
2635,ITA-Serie A,Cagliari,72,71,72,71,€5M,32,FIFA 15,"Mar 27, 2015"
2636,ITA-Serie A,Chievo,72,74,73,71,€4M,28,FIFA 15,"Mar 27, 2015"
2637,ITA-Serie A,Hellas Verona,72,73,72,70,€3M,32,FIFA 15,"Mar 27, 2015"
2638,ITA-Serie A,Empoli,71,71,71,73,€2M,27,FIFA 15,"Mar 27, 2015"
2639,ITA-Serie A,Cesena,69,67,68,67,€4M,33,FIFA 15,"Mar 27, 2015"
2640,ITA-Serie A,Juventus,81,79,79,81,€35M,32,FIFA 15,"Apr 1, 2015"
2641,ITA-Serie A,Roma,79,78,81,76,€30M,32,FIFA 15,"Apr 1, 2015"
2642,ITA-Serie A,Napoli,78,84,78,76,€26M,32,FIFA 15,"Apr 1, 2015"
2643,ITA-Serie A,Fiorentina,77,76,76,77,€16M,33,FIFA 15,"Apr 1, 2015"
2644,ITA-Serie A,Inter,77,80,76,76,€20M,33,FIFA 15,"Apr 1, 2015"
2645,ITA-Serie A,Lazio,77,78,78,76,€15M,33,FIFA 15,"Apr 1, 2015"
2646,ITA-Serie A,Milan,77,77,76,76,€12M,32,FIFA 15,"Apr 1, 2015"
2647,ITA-Serie A,Genoa,74,74,72,73,€18M,29,FIFA 15,"Apr 1, 2015"
2648,ITA-Serie A,Atalanta,73,74,74,72,€6M,29,FIFA 15,"Apr 1, 2015"
2649,ITA-Serie A,Sampdoria,73,75,72,71,€9M,27,FIFA 15,"Apr 1, 2015"
2650,ITA-Serie A,Palermo,73,72,72,71,€9M,27,FIFA 15,"Apr 1, 2015"
2651,ITA-Serie A,Torino,73,74,72,75,€6M,30,FIFA 15,"Apr 1, 2015"
2652,ITA-Serie A,Udinese,73,75,72,73,€15M,29,FIFA 15,"Apr 1, 2015"
2653,ITA-Serie A,Sassuolo,73,74,70,72,€5M,33,FIFA 15,"Apr 1, 2015"
2654,ITA-Serie A,Parma,72,72,67,72,€8M,33,FIFA 15,"Apr 1, 2015"
2655,ITA-Serie A,Cagliari,72,71,72,71,€5M,32,FIFA 15,"Apr 1, 2015"
2656,ITA-Serie A,Chievo,72,74,73,71,€4M,28,FIFA 15,"Apr 1, 2015"
2657,ITA-Serie A,Hellas Verona,72,73,72,69,€3M,32,FIFA 15,"Apr 1, 2015"
2658,ITA-Serie A,Empoli,71,71,71,73,€2M,27,FIFA 15,"Apr 1, 2015"
2659,ITA-Serie A,Cesena,69,67,68,67,€4M,33,FIFA 15,"Apr 1, 2015"
2660,ITA-Serie A,Juventus,81,80,78,81,€35M,32,FIFA 15,"Apr 10, 2015"
2661,ITA-Serie A,Roma,79,77,82,75,€30M,33,FIFA 15,"Apr 10, 2015"
2662,ITA-Serie A,Napoli,78,84,78,75,€26M,32,FIFA 15,"Apr 10, 2015"
2663,ITA-Serie A,Fiorentina,77,76,77,76,€16M,33,FIFA 15,"Apr 10, 2015"
2664,ITA-Serie A,Inter,77,78,76,76,€20M,33,FIFA 15,"Apr 10, 2015"
2665,ITA-Serie A,Lazio,77,77,78,75,€15M,33,FIFA 15,"Apr 10, 2015"
2666,ITA-Serie A,Milan,77,78,75,76,€12M,32,FIFA 15,"Apr 10, 2015"
2667,ITA-Serie A,Torino,74,75,73,75,€6M,30,FIFA 15,"Apr 10, 2015"
2668,ITA-Serie A,Genoa,74,75,72,73,€18M,29,FIFA 15,"Apr 10, 2015"
2669,ITA-Serie A,Atalanta,73,74,74,72,€6M,29,FIFA 15,"Apr 10, 2015"
2670,ITA-Serie A,Sampdoria,73,75,72,72,€9M,27,FIFA 15,"Apr 10, 2015"
2671,ITA-Serie A,Palermo,73,74,71,73,€9M,28,FIFA 15,"Apr 10, 2015"
2672,ITA-Serie A,Udinese,73,76,73,73,€15M,29,FIFA 15,"Apr 10, 2015"
2673,ITA-Serie A,Sassuolo,73,74,70,70,€5M,33,FIFA 15,"Apr 10, 2015"
2674,ITA-Serie A,Parma,72,73,72,71,€8M,33,FIFA 15,"Apr 10, 2015"
2675,ITA-Serie A,Cagliari,72,71,72,71,€5M,32,FIFA 15,"Apr 10, 2015"
2676,ITA-Serie A,Chievo,72,73,73,72,€4M,28,FIFA 15,"Apr 10, 2015"
2677,ITA-Serie A,Hellas Verona,72,73,73,71,€3M,32,FIFA 15,"Apr 10, 2015"
2678,ITA-Serie A,Empoli,72,71,71,73,€2M,27,FIFA 15,"Apr 10, 2015"
2679,ITA-Serie A,Cesena,69,68,68,67,€4M,33,FIFA 15,"Apr 10, 2015"
2680,ITA-Serie A,Juventus,81,81,80,78,€35M,33,FIFA 15,"Apr 17, 2015"
2681,ITA-Serie A,Roma,79,77,78,76,€30M,33,FIFA 15,"Apr 17, 2015"
2682,ITA-Serie A,Napoli,78,79,78,74,€26M,32,FIFA 15,"Apr 17, 2015"
2683,ITA-Serie A,Fiorentina,77,76,77,76,€16M,33,FIFA 15,"Apr 17, 2015"
2684,ITA-Serie A,Inter,77,78,76,75,€20M,33,FIFA 15,"Apr 17, 2015"
2685,ITA-Serie A,Lazio,77,80,75,75,€15M,33,FIFA 15,"Apr 17, 2015"
2686,ITA-Serie A,Milan,77,77,74,76,€12M,31,FIFA 15,"Apr 17, 2015"
2687,ITA-Serie A,Sampdoria,74,75,74,72,€9M,27,FIFA 15,"Apr 17, 2015"
2688,ITA-Serie A,Torino,74,75,73,75,€6M,28,FIFA 15,"Apr 17, 2015"
2689,ITA-Serie A,Genoa,74,74,69,72,€18M,29,FIFA 15,"Apr 17, 2015"
2690,ITA-Serie A,Atalanta,73,76,74,72,€6M,29,FIFA 15,"Apr 17, 2015"
2691,ITA-Serie A,Palermo,73,76,70,73,€9M,28,FIFA 15,"Apr 17, 2015"
2692,ITA-Serie A,Udinese,73,75,72,73,€15M,28,FIFA 15,"Apr 17, 2015"
2693,ITA-Serie A,Sassuolo,73,74,70,71,€5M,33,FIFA 15,"Apr 17, 2015"
2694,ITA-Serie A,Parma,72,70,68,70,€8M,32,FIFA 15,"Apr 17, 2015"
2695,ITA-Serie A,Cagliari,72,71,72,71,€5M,32,FIFA 15,"Apr 17, 2015"
2696,ITA-Serie A,Chievo,72,73,73,72,€4M,28,FIFA 15,"Apr 17, 2015"
2697,ITA-Serie A,Hellas Verona,72,73,73,71,€3M,32,FIFA 15,"Apr 17, 2015"
2698,ITA-Serie A,Empoli,72,71,71,73,€2M,27,FIFA 15,"Apr 17, 2015"
2699,ITA-Serie A,Cesena,69,68,67,67,€4M,33,FIFA 15,"Apr 17, 2015"
2700,ITA-Serie A,Juventus,81,81,81,79,€35M,33,FIFA 15,"Apr 24, 2015"
2701,ITA-Serie A,Roma,79,78,81,75,€30M,33,FIFA 15,"Apr 24, 2015"
2702,ITA-Serie A,Napoli,78,84,78,74,€26M,32,FIFA 15,"Apr 24, 2015"
2703,ITA-Serie A,Fiorentina,77,78,77,76,€16M,33,FIFA 15,"Apr 24, 2015"
2704,ITA-Serie A,Inter,77,78,78,76,€20M,33,FIFA 15,"Apr 24, 2015"
2705,ITA-Serie A,Lazio,77,78,77,76,€15M,33,FIFA 15,"Apr 24, 2015"
2706,ITA-Serie A,Milan,77,77,75,76,€12M,31,FIFA 15,"Apr 24, 2015"
2707,ITA-Serie A,Sampdoria,74,76,72,72,€9M,30,FIFA 15,"Apr 24, 2015"
2708,ITA-Serie A,Torino,74,75,73,76,€6M,28,FIFA 15,"Apr 24, 2015"
2709,ITA-Serie A,Genoa,74,74,72,74,€18M,29,FIFA 15,"Apr 24, 2015"
2710,ITA-Serie A,Atalanta,73,74,74,73,€6M,29,FIFA 15,"Apr 24, 2015"
2711,ITA-Serie A,Palermo,73,76,70,73,€9M,28,FIFA 15,"Apr 24, 2015"
2712,ITA-Serie A,Udinese,73,75,72,74,€15M,28,FIFA 15,"Apr 24, 2015"
2713,ITA-Serie A,Parma,72,70,68,70,€8M,32,FIFA 15,"Apr 24, 2015"
2714,ITA-Serie A,Cagliari,72,71,72,71,€5M,32,FIFA 15,"Apr 24, 2015"
2715,ITA-Serie A,Sassuolo,72,74,69,73,€5M,33,FIFA 15,"Apr 24, 2015"
2716,ITA-Serie A,Chievo,72,72,73,72,€4M,28,FIFA 15,"Apr 24, 2015"
2717,ITA-Serie A,Hellas Verona,72,73,72,71,€3M,32,FIFA 15,"Apr 24, 2015"
2718,ITA-Serie A,Empoli,72,71,72,72,€2M,27,FIFA 15,"Apr 24, 2015"
2719,ITA-Serie A,Cesena,69,68,68,67,€4M,33,FIFA 15,"Apr 24, 2015"
2720,ITA-Serie A,Juventus,81,81,81,79,€35M,33,FIFA 15,"May 1, 2015"
2721,ITA-Serie A,Roma,79,79,81,75,€30M,33,FIFA 15,"May 1, 2015"
2722,ITA-Serie A,Napoli,78,84,78,75,€26M,32,FIFA 15,"May 1, 2015"
2723,ITA-Serie A,Fiorentina,77,77,76,77,€16M,33,FIFA 15,"May 1, 2015"
2724,ITA-Serie A,Inter,77,78,77,76,€20M,33,FIFA 15,"May 1, 2015"
2725,ITA-Serie A,Lazio,77,78,75,75,€15M,33,FIFA 15,"May 1, 2015"
2726,ITA-Serie A,Milan,77,77,75,75,€12M,31,FIFA 15,"May 1, 2015"
2727,ITA-Serie A,Sampdoria,74,76,73,72,€9M,30,FIFA 15,"May 1, 2015"
2728,ITA-Serie A,Torino,74,74,73,76,€6M,28,FIFA 15,"May 1, 2015"
2729,ITA-Serie A,Genoa,74,72,73,70,€18M,29,FIFA 15,"May 1, 2015"
2730,ITA-Serie A,Atalanta,73,74,73,72,€6M,29,FIFA 15,"May 1, 2015"
2731,ITA-Serie A,Palermo,73,76,70,73,€9M,29,FIFA 15,"May 1, 2015"
2732,ITA-Serie A,Udinese,73,75,73,73,€15M,28,FIFA 15,"May 1, 2015"
2733,ITA-Serie A,Parma,72,69,66,71,€8M,32,FIFA 15,"May 1, 2015"
2734,ITA-Serie A,Cagliari,72,72,72,71,€5M,32,FIFA 15,"May 1, 2015"
2735,ITA-Serie A,Sassuolo,72,74,69,71,€5M,33,FIFA 15,"May 1, 2015"
2736,ITA-Serie A,Chievo,72,73,73,71,€4M,28,FIFA 15,"May 1, 2015"
2737,ITA-Serie A,Hellas Verona,72,73,68,72,€3M,32,FIFA 15,"May 1, 2015"
2738,ITA-Serie A,Empoli,72,71,71,70,€2M,27,FIFA 15,"May 1, 2015"
2739,ITA-Serie A,Cesena,69,65,69,66,€4M,33,FIFA 15,"May 1, 2015"
2740,ITA-Serie A,Juventus,81,75,79,76,€35M,33,FIFA 15,"May 8, 2015"
2741,ITA-Serie A,Roma,79,79,81,75,€30M,33,FIFA 15,"May 8, 2015"
2742,ITA-Serie A,Napoli,78,84,78,74,€26M,32,FIFA 15,"May 8, 2015"
2743,ITA-Serie A,Fiorentina,77,76,77,75,€16M,33,FIFA 15,"May 8, 2015"
2744,ITA-Serie A,Inter,77,78,75,76,€20M,33,FIFA 15,"May 8, 2015"
2745,ITA-Serie A,Lazio,77,78,77,76,€15M,33,FIFA 15,"May 8, 2015"
2746,ITA-Serie A,Milan,77,77,74,76,€12M,32,FIFA 15,"May 8, 2015"
2747,ITA-Serie A,Sampdoria,74,76,71,67,€9M,30,FIFA 15,"May 8, 2015"
2748,ITA-Serie A,Torino,74,74,74,76,€6M,28,FIFA 15,"May 8, 2015"
2749,ITA-Serie A,Genoa,74,75,73,72,€18M,29,FIFA 15,"May 8, 2015"
2750,ITA-Serie A,Atalanta,73,73,73,72,€6M,29,FIFA 15,"May 8, 2015"
2751,ITA-Serie A,Palermo,73,74,70,73,€9M,29,FIFA 15,"May 8, 2015"
2752,ITA-Serie A,Udinese,73,75,72,73,€15M,28,FIFA 15,"May 8, 2015"
2753,ITA-Serie A,Cagliari,72,71,72,71,€5M,32,FIFA 15,"May 8, 2015"
2754,ITA-Serie A,Sassuolo,72,74,70,72,€5M,33,FIFA 15,"May 8, 2015"
2755,ITA-Serie A,Chievo,72,73,73,71,€4M,28,FIFA 15,"May 8, 2015"
2756,ITA-Serie A,Hellas Verona,72,73,70,70,€3M,32,FIFA 15,"May 8, 2015"
2757,ITA-Serie A,Empoli,72,71,72,72,€2M,27,FIFA 15,"May 8, 2015"
2758,ITA-Serie A,Parma,71,69,70,69,€8M,31,FIFA 15,"May 8, 2015"
2759,ITA-Serie A,Cesena,69,66,69,67,€4M,33,FIFA 15,"May 8, 2015"
2760,ITA-Serie A,Juventus,81,77,80,77,€35M,33,FIFA 15,"May 15, 2015"
2761,ITA-Serie A,Roma,79,77,81,76,€30M,33,FIFA 15,"May 15, 2015"
2762,ITA-Serie A,Napoli,78,84,78,75,€26M,32,FIFA 15,"May 15, 2015"
2763,ITA-Serie A,Fiorentina,77,77,77,75,€16M,33,FIFA 15,"May 15, 2015"
2764,ITA-Serie A,Inter,77,78,76,76,€20M,33,FIFA 15,"May 15, 2015"
2765,ITA-Serie A,Lazio,77,79,75,76,€15M,33,FIFA 15,"May 15, 2015"
2766,ITA-Serie A,Milan,77,77,74,75,€12M,32,FIFA 15,"May 15, 2015"
2767,ITA-Serie A,Sampdoria,74,76,72,72,€9M,30,FIFA 15,"May 15, 2015"
2768,ITA-Serie A,Torino,74,74,73,77,€6M,28,FIFA 15,"May 15, 2015"
2769,ITA-Serie A,Genoa,74,73,73,71,€18M,29,FIFA 15,"May 15, 2015"
2770,ITA-Serie A,Atalanta,73,73,74,72,€6M,29,FIFA 15,"May 15, 2015"
2771,ITA-Serie A,Palermo,73,72,72,72,€9M,29,FIFA 15,"May 15, 2015"
2772,ITA-Serie A,Udinese,73,76,73,74,€15M,28,FIFA 15,"May 15, 2015"
2773,ITA-Serie A,Cagliari,72,71,73,71,€5M,32,FIFA 15,"May 15, 2015"
2774,ITA-Serie A,Sassuolo,72,74,70,72,€5M,33,FIFA 15,"May 15, 2015"
2775,ITA-Serie A,Chievo,72,72,73,71,€4M,28,FIFA 15,"May 15, 2015"
2776,ITA-Serie A,Hellas Verona,72,72,72,71,€3M,32,FIFA 15,"May 15, 2015"
2777,ITA-Serie A,Empoli,72,71,72,73,€2M,27,FIFA 15,"May 15, 2015"
2778,ITA-Serie A,Parma,71,71,70,70,€8M,31,FIFA 15,"May 15, 2015"
2779,ITA-Serie A,Cesena,68,68,68,67,€4M,33,FIFA 15,"May 15, 2015"
2780,ITA-Serie A,Juventus,81,75,79,73,€35M,33,FIFA 15,"May 22, 2015"
2781,ITA-Serie A,Roma,79,77,81,76,€30M,33,FIFA 15,"May 22, 2015"
2782,ITA-Serie A,Napoli,78,84,78,75,€26M,32,FIFA 15,"May 22, 2015"
2783,ITA-Serie A,Fiorentina,77,76,77,75,€16M,33,FIFA 15,"May 22, 2015"
2784,ITA-Serie A,Inter,77,78,77,76,€20M,33,FIFA 15,"May 22, 2015"
2785,ITA-Serie A,Lazio,77,78,74,75,€15M,33,FIFA 15,"May 22, 2015"
2786,ITA-Serie A,Milan,77,78,74,75,€12M,32,FIFA 15,"May 22, 2015"
2787,ITA-Serie A,Sampdoria,74,76,72,72,€9M,30,FIFA 15,"May 22, 2015"
